Title,Price,Description,Reviews,Product URL,Scraped At
Acer Aspire A315-51-33TG,$457.38,"Acer Aspire A315-51-33TG, Black 15.6"" HD, Core i3-7100U, 4GB DDR4, 128GB SSD, Windows 10 Home, ENG",9 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/83,2026-05-15 18:58:16
Lenovo V110-15IKB,$465.95,"Lenovo V110-15IKB, 15.6"" HD, Core i5-7200U, 4GB, 500GB, DOS",7 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/84,2026-05-15 18:58:16
Asus VivoBook 15 X540UA-DM260 Chocolate Black,$468.56,"Asus VivoBook 15 X540UA-DM260 Chocolate Black, 15.6"" FHD, Core i3-6006U, 4GB, 256GB SSD, Endless OS, En kbd",1 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/85,2026-05-15 18:58:16
Acer Aspire ES1-572 Black,$469.1,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/86,2026-05-15 18:58:16
Lenovo V510 Black,$484.23,"Lenovo V510 Black, 14"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home",8 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/87,2026-05-15 18:58:16
Acer Aspire ES1-572 Black,$485.9,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 128GB SSD, Linux",6 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/88,2026-05-15 18:58:16
Lenovo V510 Black,$487.8,"Lenovo V510 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home",9 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/89,2026-05-15 18:58:16
Acer Swift 1 SF113-31 Silver,$488.64,"Acer Swift 1 SF113-31 Silver, 13.3"" FHD, Pentium N4200, 4GB, 128GB SSD, Windows 10 Home",4 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/90,2026-05-15 18:58:16
Dell Vostro 15,$488.78,"Dell Vostro 15 (3568) Black, 15.6"" FHD, Core i5-7200U, 4GB, 128GB SSD, Radeon R5 M420 2GB, Linux",14 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/46,2026-05-15 18:58:16
Acer Aspire 3 A315-51 Black,$494.71,"Acer Aspire 3 A315-51 Black, 15.6"" FHD, Core i3-7100U, 4GB, 500GB + 128GB SSD, Windows 10 Home",2 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/91,2026-05-15 18:58:16
Dell Vostro 15 (3568) Red,$497.17,"Dell Vostro 15 (3568) Red, 15.6"" HD, Core i5-7200U, 4GB, 1TB, Radeon R5 M420 2GB, Linux",9 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/92,2026-05-15 18:58:16
Lenovo V510 Black,$498.23,"Lenovo V510 Black, 15.6"" FHD, Core i3-7100U, 4GB, 128GB SSD, Windows 10 Pro",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/93,2026-05-15 18:58:16
HP 250 G3,$520.99,"15.6"", Core i5-4210U, 4GB, 500GB, Windows 8.1",13 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/42,2026-05-15 18:58:16
Acer Spin 5,$564.98,"Acer Spin 5 SP513-51 Black, 13.3"" FHD Touch, Core i3-7100U, 4GB, 128GB SSD, Windows 10 Home",0 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/47,2026-05-15 18:58:16
HP 350 G1,$577.99,"15.6"", Core i5-4200U, 4GB, 750GB, Radeon HD8670M 2GB, Windows",10 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/44,2026-05-15 18:58:16
Aspire E1-572G,$581.99,"15.6"", Core i5-4200U, 8GB, 1TB, Radeon R7 M265, Windows 8.1",2 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/36,2026-05-15 18:58:16
Pavilion,$609.99,"15.6"", Core i5-4200U, 6GB, 750GB, Windows 8.1",4 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/38,2026-05-15 18:58:16
Acer Aspire A515-51-5654,$679,"Acer Aspire A515-51-5654, Black, 15.6"", FHD, Core i5-8250U, 8GB DDR4, 256GB SSD, Windows 10 Home, ENG",9 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/48,2026-05-15 18:58:16
Dell Inspiron 15,$679,"Dell Inspiron 15 (5567) Fog Gray, 15.6"" FHD, Core i5-7200U, 8GB, 1TB, Radeon R7 M445 4GB, Linux",7 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/49,2026-05-15 18:58:16
Asus VivoBook S14,$729,"Asus VivoBook S14 (S406UA-BV041T) Starry Grey, 14"", Core i5-8250U, 8GB, 256GB SSD, Windows 10 Home, Eng kbd",2 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/50,2026-05-15 18:58:16
ProBook,$739.99,"14"", Core i5 2.6GHz, 4GB, 500GB, Win7 Pro 64bit",8 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/34,2026-05-15 18:58:16
Inspiron 15,$745.99,"Moon Silver, 15.6"", Core i7-4510U, 8GB, 1TB, Radeon HD R7 M265 2GB,",12 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/39,2026-05-15 18:58:16
Asus ROG STRIX GL553VD-DM256,$799,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS",7 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/51,2026-05-15 18:58:16
Acer Nitro 5 AN515-51,$809,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home",0 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/52,2026-05-15 18:58:16
Asus ROG STRIX GL553VD-DM256,$899,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS + Windows 10 Home",7 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/53,2026-05-15 18:58:16
Lenovo ThinkPad L570,$999,"Lenovo ThinkPad L570, 15.6"" FHD, Core i7-7500U, 8GB, 256GB SSD, Windows 10 Pro",11 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/54,2026-05-15 18:58:16
ThinkPad Yoga,$1033.99,"12.5"" Touch, Core i3-4010U, 4GB, 500GB + 16GB SSD Cache,",13 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/37,2026-05-15 18:58:16
Lenovo ThinkPad L460,$1096.02,"Lenovo ThinkPad L460, 14"" FHD IPS, Core i7-6600U, 8GB, 256GB SSD, Windows 10 Pro",14 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/94,2026-05-15 18:58:16
Dell Inspiron 15 (7567) Black,$1098.42,"Dell Inspiron 15 (7567) Black, 15.6"" FHD, Core i5-7300HQ, 8GB, 256GB SSD, GeForce GTX 1050 4GB, Windows 10 Home",7 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/95,2026-05-15 18:58:16
MSI GL72M 7RDX,$1099,"MSI GL72M 7RDX, 17.3"" FHD, Core i5-7300HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 2GB, Windows 10 Home",1 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/96,2026-05-15 18:58:16
MSI GL72M 7RDX,$1099,"Asus ROG Strix GL553VD-DM535T, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 2GB, Windows 10 Home, Eng kbd",9 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/97,2026-05-15 18:58:16
Asus ROG Strix GL553VD-DM535T,$1101.83,"Apple MacBook Air 13.3"", Core i5 1.8GHz, 8GB, 128GB SSD, Intel HD 4000, RUS",4 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/98,2026-05-15 18:58:16
Dell Latitude 5280,$1102.66,"Dell Latitude 5280, 12.5"" HD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",8 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/99,2026-05-15 18:58:16
Dell Latitude 5480,$1110.14,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Linux + Windows 10 Home",4 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/100,2026-05-15 18:58:16
Lenovo Legion Y520-15IKBM,$1112.91,"Lenovo Legion Y520-15IKBM, Black, 15.6"" FHD IPS, Core i5-7300HQ, 8 GB, 128GB SSD + 2 TB HDD, NVIDIA GeForce GTX 1060 6 GB, FreeDOS + Windows 10 Home",1 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/101,2026-05-15 18:58:16
Toshiba Portege Z30-C-16J Grey,$1114.55,"Toshiba Portege Z30-C-16J Grey, 13.3"" FHD, Core i5-6200U, 8GB, 256GB SSD, Windows 10 Pro",0 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/102,2026-05-15 18:58:16
Acer Predator Helios 300 (PH317-51),$1123.87,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i5-7300HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050Ti 4GB, Windows 10 Home",1 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/103,2026-05-15 18:58:16
Acer Aspire 7 A715-71G,$1123.87,"Acer Aspire 7 A715-71G, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 128GB SSD + 1TB HDD, GTX 1050 Ti 4GB, Windows 10 Home",4 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/104,2026-05-15 18:58:16
Dell Inspiron 17 2in1 (7779) Silver,$1124.2,"Dell Inspiron 17 2in1 (7779) Silver, 17.3"" FHD Touch, Core i5-7200U, 12GB, 1TB, GeForce GT940MX 2GB, Windows 10 Home",10 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/105,2026-05-15 18:58:16
Dell Latitude 5480,$1133.82,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Windows 10 Pro",14 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/106,2026-05-15 18:58:16
Lenovo Legion Y520,$1133.91,"Lenovo Legion Y520, 15.6"" FHD, Core i7-7700HQ, 8GB, 128 GB SSD + 1TB HDD, GTX 1050 4GB, Windows 10 Home",13 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/107,2026-05-15 18:58:16
Asus AsusPro Advanced BU401LA-FA271G Dark Grey,$1139.54,"Asus AsusPro Advanced BU401LA-FA271G Dark Grey, 14"", Core i5-4210U, 4GB, 128GB SSD, Win7 Pro 64bit, ENG",7 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/108,2026-05-15 18:58:16
Acer Nitro 5 AN515-51,$1140.62,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 256GB SSD +1TB, GeForce GTX 1050 Ti 4GB, Windows 10 Home + Windows 10 Home",14 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/109,2026-05-15 18:58:16
Dell Latitude 5480,$1143.4,"Dell Latitude 5480, 14"" FHD, Core i5-7440HQ, 8GB, 256GB SSD, Windows 10 Pro",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/110,2026-05-15 18:58:16
Dell Inspiron 15 (7567) Black,$1144.2,"Dell Inspiron 15 (7567) Black, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB, GeForce GTX 1050 Ti 4GB, Linux + Windows 10 Home",2 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/111,2026-05-15 18:58:16
Dell Latitude 5580,$1144.4,"Dell Latitude 5580, 15.6"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",10 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/112,2026-05-15 18:58:16
Lenovo Legion Y520-15IKBM,$1149,"Lenovo Legion Y520-15IKBM, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 128GB SSD + 1TB, GeForce GTX 1060 Max-Q 6GB, DOS",11 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/55,2026-05-15 18:58:16
MSI GP62M 7RDX Leopard,$1149,"MSI GP62M 7RDX Leopard, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 2GB, Windows 10 Home",11 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/113,2026-05-15 18:58:16
Lenovo Yoga 720 Grey,$1149.73,"Lenovo Yoga 720 Grey, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 256GB SSD, GeForce GTX 1050 2GB, Windows 10 Home",12 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/114,2026-05-15 18:58:16
Toshiba Portege Z30-C-16L Grey,$1154.04,"Toshiba Portege Z30-C-16L Grey, 13.3"" FHD, Core i7-6500U, 8GB, 256GB SSD, Windows 10 Pro",7 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/115,2026-05-15 18:58:16
Acer TravelMate P645-S-511A Black,$1170.1,"Acer TravelMate P645-S-511A Black, 14"" FHD IPS, Core i5-5200U, 8GB, 256GB SSD, 3G, Windows 10 Pro",0 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/116,2026-05-15 18:58:16
Dell Latitude 5580,$1178.19,"Dell Latitude 5580, 15.6"" FHD, Core i5-7300U, 16GB, 256GB SSD, Linux + Windows 10 Home",6 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/117,2026-05-15 18:58:16
ThinkPad T540p,$1178.99,"15.6"", Core i5-4200M, 4GB, 500GB, Win7 Pro 64bit",2 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/33,2026-05-15 18:58:16
MSI GS63 7RD Stealth,$1179,"MSI GS63 7RD Stealth, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 256GB SSD, GeForce GTX 1050 2GB, DOS + Windows 10 Home",2 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/118,2026-05-15 18:58:16
Dell Latitude 5480,$1187.88,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/119,2026-05-15 18:58:16
Acer Predator Helios 300 (PH317-51),$1187.98,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i7-7700HQ. 8GB, 128GB SSD +1TB, GeForce GTX 1050Ti 4GB, Linux + Windows 10 Home",14 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/120,2026-05-15 18:58:16
MSI GL62M 7REX,$1199,"MSI GL62M 7REX, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 2GB, Windows 10 Home",7 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/121,2026-05-15 18:58:16
MSI GL62M 7REX2,$1199,"MSI GL62M 7REX2, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 2GB, Windows 10 Home",12 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/122,2026-05-15 18:58:16
Lenovo Yoga 910 Grey,$1199.73,"Lenovo Yoga 910 Grey, 13.9"" FHD Touch, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Home",7 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/123,2026-05-15 18:58:16
Toshiba Portege X30-D-10J Black/Blue,$1203.41,"Toshiba Portege X30-D-10J Black/Blue, 13.3"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Pro",13 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/124,2026-05-15 18:58:16
Lenovo IdeaPad Miix 510 Platinum Silver,$1212.16,"Lenovo IdeaPad Miix 510 Platinum Silver, 12.2"" IPS Touch, Core i5-7200U, 8GB, 256GB SSD, 4G, Windows 10 Pro",0 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/125,2026-05-15 18:58:16
Acer Predator Helios 300 (PH317-51),$1221.58,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 4GB, Windows 10 Home",9 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/126,2026-05-15 18:58:16
ThinkPad Yoga,$1223.99,"12.5"" Touch, Core i5 4200U, 8GB, 500GB + 16GB SSD Cache, Windows",2 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/43,2026-05-15 18:58:16
Asus VivoBook Pro 15 N580VN-FI006T Gold Metal,$1235.49,"Asus VivoBook Pro 15 N580VN-FI006T Gold Metal, 15.6"" UHD, Core i7-7700HQ, 16GB, 1TB + 256GB SSD, GeForce MX150 2GB, Windows 10 Home, Eng kbd",10 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/127,2026-05-15 18:58:16
Dell Latitude 5480,$1238.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux",0 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/128,2026-05-15 18:58:16
Asus ZenBook UX530UX-FY040T Blue,$1239.2,"Asus ZenBook UX530UX-FY040T Blue, 15.6"" FHD, Core i7-7500U, 8GB, 512GB SSD, GeForce GTX950M 2GB, Windows 10 Home, Eng kbd",14 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/129,2026-05-15 18:58:16
ThinkPad X230,$1244.99,"12.5"", Core i5 2.6GHz, 8GB, 180GB SSD, Win7 Pro 64bit",10 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/41,2026-05-15 18:58:16
Asus ROG Strix GL753VE-GC096T,$1259,"Asus ROG Strix GL753VE-GC096T, 17.3"" FHD, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 4GB, Windows 10 Home, Eng kbd",7 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/130,2026-05-15 18:58:16
"Apple MacBook Air 13""",$1260.13,"Apple MacBook Air 13"", i5 1.8GHz, 8GB, 256GB SSD, Intel HD 6000, ENG",8 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/131,2026-05-15 18:58:16
Dell Latitude 5480,$1271.06,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 1TB, GeForce GT930MX, Windows 10 Pro",13 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/132,2026-05-15 18:58:16
Hewlett Packard Spectre 13-v106na Dark Ash Silver,$1273.11,"Hewlett Packard Spectre 13-v106na Dark Ash Silver, 13.3"" FHD IPS, Core i5-7200U, 8GB, 256GB SSD, Windows 10 Home",8 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/133,2026-05-15 18:58:16
Dell XPS 13,$1281.99,"13.3"" Touch, Core i5-4210U, 8GB, 128GB SSD, Windows 8.1",4 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/40,2026-05-15 18:58:16
Toshiba Portege Z30-C-16K Grey,$1294.74,"Toshiba Portege Z30-C-16K Grey, 13.3"" FHD, Core i5-6200U, 8GB, 256GB SSD, 4G, Windows 10 Pro",6 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/134,2026-05-15 18:58:16
MSI GL62VR 7RFX,$1299,"MSI GL62VR 7RFX, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB + 256GB SSD, GeForce GTX 1060 3GB, Windows 10 Home",1 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/135,2026-05-15 18:58:16
Dell Latitude 5480,$1310.39,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Windows 10 Pro",8 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/136,2026-05-15 18:58:16
ThinkPad X240,$1311.99,"12.5"", Core i5-4300U, 8GB, 240GB SSD, Win7 Pro 64bit",12 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/35,2026-05-15 18:58:16
Hewlett Packard ProBook 640 G3,$1326.83,"Hewlett Packard ProBook 640 G3, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Windows 10 Pro",2 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/137,2026-05-15 18:58:16
"Apple MacBook Pro 13"" Space Gray",$1333,"Apple MacBook Pro 13"" Space Gray, Core i5 2.3GHz, 8GB, 128GB SSD, Iris Plus 640, ENG",0 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/138,2026-05-15 18:58:16
Dell Latitude 5580,$1337.28,"Dell Latitude 5580, 15.6"" FHD, Core i7-7600U, 8GB, 256GB SSD, GeForce GT930MX, Windows 10 Pro",6 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/139,2026-05-15 18:58:16
Dell Latitude 5480,$1338.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux + Windows 10 Home",11 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/140,2026-05-15 18:58:16
