Title,Price_OLD,Description_OLD,Reviews_OLD,Product URL_OLD,Scraped At_OLD,Price_NEW,Description_NEW,Reviews_NEW,Product URL_NEW,Scraped At_NEW
Acer Aspire 3 A315-31 Black,408.98,"Acer Aspire 3 A315-31 Black, 15.6"" HD, Pentium N4200 1.1GHz, 4GB, 128GB SSD, Windows 10 Home",10 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/73,2026-05-26 10:52:45,372.7,"Acer Aspire 3 A315-31 Black, 15.6"" HD, Celeron N3350 1.1GHz, 4GB, 128GB SSD, Windows 10 Home",2 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/66,2026-06-03 16:11:19
Acer Aspire 3 A315-31 Black,408.98,"Acer Aspire 3 A315-31 Black, 15.6"" HD, Pentium N4200 1.1GHz, 4GB, 128GB SSD, Windows 10 Home",10 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/73,2026-05-26 10:52:45,391.48,"Acer Aspire 3 A315-31 Black, 15.6"" HD, Pentium N4200 1.1GHz, 4GB, 128GB SSD, Windows 10 Home",10 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/69,2026-06-03 16:11:19
Lenovo V110-15ISK,409.63,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 8GB, 128GB SSD, Windows 10 Home",9 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/74,2026-05-26 10:52:45,454.73,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",2 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/82,2026-06-03 16:11:19
Acer Aspire ES1-572 Black,436.29,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 500GB, Windows 10 Home",2 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/79,2026-05-26 10:52:45,379.95,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Linux",9 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/68,2026-06-03 16:11:19
Acer Aspire ES1-572 Black,436.29,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 500GB, Windows 10 Home",2 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/79,2026-05-26 10:52:45,454.62,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",9 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/81,2026-06-03 16:11:19
Acer Aspire ES1-572 Black,436.29,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 500GB, Windows 10 Home",2 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/79,2026-05-26 10:52:45,469.1,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/86,2026-06-03 16:11:19
Acer Aspire ES1-572 Black,436.29,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 500GB, Windows 10 Home",2 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/79,2026-05-26 10:52:45,485.9,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 128GB SSD, Linux",6 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/88,2026-06-03 16:11:19
Acer Aspire ES1-572 Black,454.62,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",9 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/81,2026-05-26 10:52:45,379.95,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Linux",9 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/68,2026-06-03 16:11:19
Acer Aspire ES1-572 Black,454.62,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",9 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/81,2026-05-26 10:52:45,436.29,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 500GB, Windows 10 Home",2 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/79,2026-06-03 16:11:19
Acer Aspire ES1-572 Black,454.62,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",9 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/81,2026-05-26 10:52:45,469.1,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/86,2026-06-03 16:11:19
Acer Aspire ES1-572 Black,454.62,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",9 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/81,2026-05-26 10:52:45,485.9,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 128GB SSD, Linux",6 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/88,2026-06-03 16:11:19
Lenovo V110-15ISK,454.73,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Pro",2 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/82,2026-05-26 10:52:45,409.63,"Lenovo V110-15ISK, 15.6"" HD, Core i3-6006U, 8GB, 128GB SSD, Windows 10 Home",9 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/74,2026-06-03 16:11:19
Acer Aspire ES1-572 Black,469.1,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/86,2026-05-26 10:52:45,379.95,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Linux",9 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/68,2026-06-03 16:11:19
Acer Aspire ES1-572 Black,469.1,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/86,2026-05-26 10:52:45,436.29,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 500GB, Windows 10 Home",2 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/79,2026-06-03 16:11:19
Acer Aspire ES1-572 Black,469.1,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/86,2026-05-26 10:52:45,454.62,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",9 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/81,2026-06-03 16:11:19
Acer Aspire ES1-572 Black,469.1,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/86,2026-05-26 10:52:45,485.9,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 128GB SSD, Linux",6 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/88,2026-06-03 16:11:19
Lenovo V510 Black,484.23,"Lenovo V510 Black, 14"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home",8 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/87,2026-05-26 10:52:45,487.8,"Lenovo V510 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home",9 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/89,2026-06-03 16:11:19
Lenovo V510 Black,484.23,"Lenovo V510 Black, 14"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home",8 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/87,2026-05-26 10:52:45,498.23,"Lenovo V510 Black, 15.6"" FHD, Core i3-7100U, 4GB, 128GB SSD, Windows 10 Pro",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/93,2026-06-03 16:11:19
Acer Aspire ES1-572 Black,485.9,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 128GB SSD, Linux",6 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/88,2026-05-26 10:52:45,379.95,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Linux",9 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/68,2026-06-03 16:11:19
Acer Aspire ES1-572 Black,485.9,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 128GB SSD, Linux",6 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/88,2026-05-26 10:52:45,436.29,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 500GB, Windows 10 Home",2 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/79,2026-06-03 16:11:19
Acer Aspire ES1-572 Black,485.9,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 128GB SSD, Linux",6 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/88,2026-05-26 10:52:45,454.62,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 500GB, Linux",9 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/81,2026-06-03 16:11:19
Acer Aspire ES1-572 Black,485.9,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i5-7200U, 4GB, 128GB SSD, Linux",6 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/88,2026-05-26 10:52:45,469.1,"Acer Aspire ES1-572 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/86,2026-06-03 16:11:19
Lenovo V510 Black,487.8,"Lenovo V510 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home",9 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/89,2026-05-26 10:52:45,484.23,"Lenovo V510 Black, 14"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home",8 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/87,2026-06-03 16:11:19
Lenovo V510 Black,487.8,"Lenovo V510 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home",9 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/89,2026-05-26 10:52:45,498.23,"Lenovo V510 Black, 15.6"" FHD, Core i3-7100U, 4GB, 128GB SSD, Windows 10 Pro",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/93,2026-06-03 16:11:19
Lenovo V510 Black,498.23,"Lenovo V510 Black, 15.6"" FHD, Core i3-7100U, 4GB, 128GB SSD, Windows 10 Pro",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/93,2026-05-26 10:52:45,484.23,"Lenovo V510 Black, 14"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home",8 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/87,2026-06-03 16:11:19
Lenovo V510 Black,498.23,"Lenovo V510 Black, 15.6"" FHD, Core i3-7100U, 4GB, 128GB SSD, Windows 10 Pro",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/93,2026-05-26 10:52:45,487.8,"Lenovo V510 Black, 15.6"" HD, Core i3-6006U, 4GB, 128GB SSD, Windows 10 Home",9 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/89,2026-06-03 16:11:19
Asus ROG STRIX GL553VD-DM256,799.0,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS",7 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/51,2026-05-26 10:52:45,899.0,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS + Windows 10 Home",7 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/53,2026-06-03 16:11:19
Acer Nitro 5 AN515-51,809.0,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home",0 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/52,2026-05-26 10:52:45,1140.62,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 256GB SSD +1TB, GeForce GTX 1050 Ti 4GB, Windows 10 Home + Windows 10 Home",14 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/109,2026-06-03 16:11:19
Asus ROG STRIX GL553VD-DM256,899.0,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS + Windows 10 Home",7 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/53,2026-05-26 10:52:45,799.0,"Asus ROG STRIX GL553VD-DM256, 15.6"" FHD, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, No OS",7 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/51,2026-06-03 16:11:19
ThinkPad Yoga,1033.99,"12.5"" Touch, Core i3-4010U, 4GB, 500GB + 16GB SSD Cache,",13 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/37,2026-05-26 10:52:45,1223.99,"12.5"" Touch, Core i5 4200U, 8GB, 500GB + 16GB SSD Cache, Windows",2 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/43,2026-06-03 16:11:19
Dell Inspiron 15 (7567) Black,1098.42,"Dell Inspiron 15 (7567) Black, 15.6"" FHD, Core i5-7300HQ, 8GB, 256GB SSD, GeForce GTX 1050 4GB, Windows 10 Home",7 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/95,2026-05-26 10:52:45,1144.2,"Dell Inspiron 15 (7567) Black, 15.6"" FHD, Core i7-7700HQ, 8GB, 1TB, GeForce GTX 1050 Ti 4GB, Linux + Windows 10 Home",2 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/111,2026-06-03 16:11:19
Dell Latitude 5480,1110.14,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Linux + Windows 10 Home",4 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/100,2026-05-26 10:52:45,1133.82,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Windows 10 Pro",14 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/106,2026-06-03 16:11:19
Dell Latitude 5480,1110.14,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Linux + Windows 10 Home",4 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/100,2026-05-26 10:52:45,1143.4,"Dell Latitude 5480, 14"" FHD, Core i5-7440HQ, 8GB, 256GB SSD, Windows 10 Pro",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/110,2026-06-03 16:11:19
Dell Latitude 5480,1110.14,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Linux + Windows 10 Home",4 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/100,2026-05-26 10:52:45,1187.88,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/119,2026-06-03 16:11:19
Dell Latitude 5480,1110.14,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Linux + Windows 10 Home",4 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/100,2026-05-26 10:52:45,1238.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux",0 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/128,2026-06-03 16:11:19
Dell Latitude 5480,1110.14,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Linux + Windows 10 Home",4 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/100,2026-05-26 10:52:45,1271.06,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 1TB, GeForce GT930MX, Windows 10 Pro",13 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/132,2026-06-03 16:11:19
Dell Latitude 5480,1110.14,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Linux + Windows 10 Home",4 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/100,2026-05-26 10:52:45,1310.39,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Windows 10 Pro",8 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/136,2026-06-03 16:11:19
Dell Latitude 5480,1110.14,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Linux + Windows 10 Home",4 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/100,2026-05-26 10:52:45,1338.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux + Windows 10 Home",11 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/140,2026-06-03 16:11:19
Lenovo Legion Y520-15IKBM,1112.91,"Lenovo Legion Y520-15IKBM, Black, 15.6"" FHD IPS, Core i5-7300HQ, 8 GB, 128GB SSD + 2 TB HDD, NVIDIA GeForce GTX 1060 6 GB, FreeDOS + Windows 10 Home",1 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/101,2026-05-26 10:52:45,1149.0,"Lenovo Legion Y520-15IKBM, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 128GB SSD + 1TB, GeForce GTX 1060 Max-Q 6GB, DOS",11 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/55,2026-06-03 16:11:19
Acer Predator Helios 300 (PH317-51),1123.87,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i5-7300HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050Ti 4GB, Windows 10 Home",1 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/103,2026-05-26 10:52:45,1187.98,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i7-7700HQ. 8GB, 128GB SSD +1TB, GeForce GTX 1050Ti 4GB, Linux + Windows 10 Home",14 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/120,2026-06-03 16:11:19
Acer Predator Helios 300 (PH317-51),1123.87,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i5-7300HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050Ti 4GB, Windows 10 Home",1 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/103,2026-05-26 10:52:45,1221.58,"Acer Predator Helios 300 (PH317-51), 17.3"" FHD IPS, Core i7-7700HQ, 8GB, 1TB + 128GB SSD, GeForce GTX 1050 Ti 4GB, Windows 10 Home",9 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/126,2026-06-03 16:11:19
Dell Latitude 5480,1133.82,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Windows 10 Pro",14 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/106,2026-05-26 10:52:45,1110.14,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Linux + Windows 10 Home",4 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/100,2026-06-03 16:11:19
Dell Latitude 5480,1133.82,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Windows 10 Pro",14 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/106,2026-05-26 10:52:45,1143.4,"Dell Latitude 5480, 14"" FHD, Core i5-7440HQ, 8GB, 256GB SSD, Windows 10 Pro",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/110,2026-06-03 16:11:19
Dell Latitude 5480,1133.82,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Windows 10 Pro",14 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/106,2026-05-26 10:52:45,1187.88,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 256GB SSD, Windows 10 Pro",5 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/119,2026-06-03 16:11:19
Dell Latitude 5480,1133.82,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Windows 10 Pro",14 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/106,2026-05-26 10:52:45,1238.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux",0 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/128,2026-06-03 16:11:19
Dell Latitude 5480,1133.82,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Windows 10 Pro",14 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/106,2026-05-26 10:52:45,1271.06,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 1TB, GeForce GT930MX, Windows 10 Pro",13 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/132,2026-06-03 16:11:19
Dell Latitude 5480,1133.82,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Windows 10 Pro",14 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/106,2026-05-26 10:52:45,1310.39,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Windows 10 Pro",8 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/136,2026-06-03 16:11:19
Dell Latitude 5480,1133.82,"Dell Latitude 5480, 14"" FHD, Core i5-7300U, 8GB, 500GB, Windows 10 Pro",14 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/106,2026-05-26 10:52:45,1338.37,"Dell Latitude 5480, 14"" FHD, Core i7-7600U, 8GB, 256GB SSD, Linux + Windows 10 Home",11 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/140,2026-06-03 16:11:19
Acer Nitro 5 AN515-51,1140.62,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i7-7700HQ, 8GB, 256GB SSD +1TB, GeForce GTX 1050 Ti 4GB, Windows 10 Home + Windows 10 Home",14 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/109,2026-05-26 10:52:45,809.0,"Acer Nitro 5 AN515-51, 15.6"" FHD IPS, Core i5-7300HQ, 8GB, 1TB, GeForce GTX 1050 2GB, Windows 10 Home",0 reviews,https://webscraper.io/test-sites/e-commerce/allinone/product/52,2026-06-03 16:11:19
